"id","eixo","subeixo","modalidade","fonte","subfonte","ano_selecao","uf","municipio","regiao","codigo","grupo_modalidade","vlr_portaria_ogu","vlr_portaria_fin","vlr_portaria_total","status_selecao","tipo_financiamento","origem_dado","num_portaria","link_portaria"
S-2547,Cidades Sustentáveis e Resilientes,Resíduos Sólidos,Resíduos Sólidos,FIN,FGTS,2025,MG,Uberlândia,Sudeste,"56000000524/2025",Seleção Normal,,1352523.55,1352523.55,selecionada,Setor Público,Novo PAC - Seleção,"1.331, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-1.331-de-19-de-novembro-de-2025-670492245
S-2548,Cidades Sustentáveis e Resilientes,Resíduos Sólidos,Resíduos Sólidos,FIN,FGTS,2025,MG,Nova Serrana,Sudeste,"56000001719/2025",Seleção Normal,,2201572.01,2201572.01,selecionada,Setor Público,Novo PAC - Seleção,"1.331, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-1.331-de-19-de-novembro-de-2025-670492245
S-2549,Cidades Sustentáveis e Resilientes,Resíduos Sólidos,Resíduos Sólidos,FIN,FGTS,2025,MT,Itauba,Centro-Oeste,"56000000477/2025",Seleção Normal,,3657500,3657500,selecionada,Setor Público,Novo PAC - Seleção,"1.331, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-1.331-de-19-de-novembro-de-2025-670492245
S-2550,Cidades Sustentáveis e Resilientes,Resíduos Sólidos,Resíduos Sólidos,FIN,FGTS,2025,PA,São Caetano de Odivelas,Norte,"56000000545/2025",Seleção Normal,,4629291.02,4629291.02,selecionada,Setor Público,Novo PAC - Seleção,"1.331, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-1.331-de-19-de-novembro-de-2025-670492245
S-2551,Cidades Sustentáveis e Resilientes,Resíduos Sólidos,Resíduos Sólidos,FIN,FGTS,2025,RN,Macaíba,Nordeste,"56000002326/2025",Seleção Normal,,2487560.28,2487560.28,selecionada,Setor Público,Novo PAC - Seleção,"1.331, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-1.331-de-19-de-novembro-de-2025-670492245
S-2552,Cidades Sustentáveis e Resilientes,Resíduos Sólidos,Resíduos Sólidos,FIN,FGTS,2025,RS,Gravataí,Sul,"56000007996/2025",Seleção Normal,,936511.13,936511.13,selecionada,Setor Público,Novo PAC - Seleção,"1.331, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-1.331-de-19-de-novembro-de-2025-670492245
S-2553,Cidades Sustentáveis e Resilientes,Resíduos Sólidos,Resíduos Sólidos,FIN,FGTS,2025,SP,Itu,Sudeste,"56000000949/2025",Seleção Normal,,2000000,2000000,selecionada,Setor Público,Novo PAC - Seleção,"1.331, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-1.331-de-19-de-novembro-de-2025-670492245
S-2554,Cidades Sustentáveis e Resilientes,Resíduos Sólidos,Resíduos Sólidos,FIN,FGTS,2025,SP,Junqueirópolis,Sudeste,"56000002045/2025",Seleção Normal,,1145000,1145000,selecionada,Setor Público,Novo PAC - Seleção,"1.331, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-1.331-de-19-de-novembro-de-2025-670492245
S-2555,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Médias e Grandes Cidades,FIN,FGTS,2026,GO,ANAPOLIS,Centro-Oeste,"56000001008/2025",Seleção Normal,0,174261981.9,174261981.9,enquadrada,Setor Público,Novo PAC - Seleção,"91, de 2026",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-91-de-27-de-janeiro-de-2026-684185276
S-2556,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Médias e Grandes Cidades,FIN,FGTS,2026,MA,IMPERATRIZ,Nordeste,"56000001717/2025",Seleção Normal,0,20900000,20900000,enquadrada,Setor Público,Novo PAC - Seleção,"91, de 2026",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-91-de-27-de-janeiro-de-2026-684185276
S-2557,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Médias e Grandes Cidades,FIN,FGTS,2026,PB,CAMPINA GRANDE,Nordeste,"56000008219/2025",Seleção Normal,0,226074388,226074388,enquadrada,Setor Público,Novo PAC - Seleção,"91, de 2026",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-91-de-27-de-janeiro-de-2026-684185276
S-2558,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Médias e Grandes Cidades,FIN,FGTS,2026,SE,NOSSA SENHORA DO SOCORRO,Nordeste,"56000007261/2025",Seleção Normal,0,37800752,37800752,enquadrada,Setor Público,Novo PAC - Seleção,"91, de 2026",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-91-de-27-de-janeiro-de-2026-684185276
S-2559,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Médias e Grandes Cidades,FIN,FGTS,2026,SP,São Paulo,Sudeste,"80000.009986/2025-89",Seleção Normal,0,1425000000,1425000000,enquadrada,Setor Privado,Novo PAC - Seleção,"278, de 2026",https://in.gov.br/web/dou/-/portaria-mcid-n-278-de-18-de-marco-de-2026-694461053
S-2560,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,RS,PORTO ALEGRE,Sul,carta consulta 001/2024,Seleção Normal,,39729000,39729000,selecionada,Setor Privado,Novo PAC - Seleção,"507, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-507-de-29-de-maio-de-2024-565726701
S-2561,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,MG,BELO HORIZONTE,Sudeste,carta consulta 006/2024,Seleção Normal,,12262410,12262410,selecionada,Setor Privado,Novo PAC - Seleção,"1.001, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.001-de-11-de-setembro-de-2024-584276152
S-2562,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,PR,CURITIBA,Sul,carta consulta 010/2024,Seleção Normal,,39594404,39594404,selecionada,Setor Privado,Novo PAC - Seleção,"994, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-994-de-11-de-setembro-de-2024-584284108
S-2563,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,SP,ITAPECERICA DA SERRA,Sudeste,carta consulta 014/2024,Seleção Normal,,40698684.47,40698684.47,selecionada,Setor Privado,Novo PAC - Seleção,"1.071, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.071-de-25-de-setembro-de-2024-587030873
S-2564,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,GO,GOIANIA E DEMAIS MUNICIPIOS,Centro-Oeste,carta consulta 018/2024,Seleção Normal,,8550000,8550000,selecionada,Setor Privado,Novo PAC - Seleção,"1.286, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.286-de-14-de-novembro-de-2024-600530152
S-2565,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,SP,"MAIRIPORA, FRANCO DA ROCHA E SAO PAULO",Sudeste,carta consulta 022/2024,Seleção Normal,,5451575,5451575,selecionada,Setor Privado,Novo PAC - Seleção,"1.348, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.348-de-27-de-novembro-de-2024-603849061
S-2566,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,SP,"SANTO ANDRE, DIADEMA, SAO PAULO, MAUA E SAO BERNARDO DO CAMPO",Sudeste,carta consulta 026/2024,Seleção Normal,,28618595.15,28618595.15,selecionada,Setor Privado,Novo PAC - Seleção,"1.383, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.383-de-9-de-dezembro-de-2024-603826377
S-2567,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,RJ,RIO DE JANEIRO,Sudeste,carta consulta 030/2024,Seleção Normal,,48146000,48146000,selecionada,Setor Privado,Novo PAC - Seleção,"1.426, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.426-de-23-de-dezembro-de-2024-604465551
S-2568,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,RJ,RIO DE JANEIRO,Sudeste,carta consulta 031/2024,Seleção Normal,,48146000,48146000,selecionada,Setor Privado,Novo PAC - Seleção,"1.428, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.428-de-23-de-dezembro-de-2024-604468757
S-2569,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,BA,SALVADOR,Nordeste,carta consulta 002/2024,Seleção Normal,,85303065,85303065,selecionada,Setor Privado,Novo PAC - Seleção,"1.210, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.210-de-23-de-outubro-de-2024-592769797
S-2570,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,RS,PORTO ALEGRE,Sul,carta consulta 007/2024,Seleção Normal,,25493107.5,25493107.5,selecionada,Setor Privado,Novo PAC - Seleção,"995, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-995-de-11-de-setembro-de-2024-584270641
S-2571,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,RS,PORTO ALEGRE,Sul,carta consulta 043/2025,Seleção Normal,0,5293650,5293650,selecionada,Setor Privado,Novo PAC - Seleção,"219, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcd-n-219-de-07-de-marco-de-2025-617968125
S-2572,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,ES,"CARIACICA, VIANA, VITORIA, VILA VELHA E SERRA",Sudeste,carta consulta 048/2025,Seleção Normal,0,14915000,14915000,selecionada,Setor Privado,Novo PAC - Seleção,"313, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-313-de-27-marco-de-2025-620685961
S-2573,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,PB,CAMPINA GRANDE,Nordeste,carta consulta 035/2025,Seleção Normal,0,13433000,13433000,selecionada,Setor Privado,Novo PAC - Seleção,"203, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-203-de-5-de-marco-de-2025-617978071
S-2574,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,PE,PETROLINA,Nordeste,carta consulta 039/2025,Seleção Normal,0,22882650,22882650,selecionada,Setor Privado,Novo PAC - Seleção,"181, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-181-de-25-de-fevereiro-de-2025-617961284
S-2575,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,ES,"CARIACICA, VIANA, VITORIA, VILA VELHA E SERRA",Sudeste,carta consulta 049/2025,Seleção Normal,0,22923500,22923500,selecionada,Setor Privado,Novo PAC - Seleção,"307, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-307-de-27-marco-de-2025-620700186
S-2576,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,PR,"CURITIBA, COLOMBO E BOCAIUVA DO SUL",Sul,carta consulta 011/2024,Seleção Normal,,43310500,43310500,selecionada,Setor Privado,Novo PAC - Seleção,"1.002, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.002-de-11-de-setembro-de-2024-584270534
S-2577,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,MG,BELO HORIZONTE,Sudeste,carta consulta 053/2025,Seleção Normal,0,23085000,23085000,selecionada,Setor Privado,Novo PAC - Seleção,"314, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-314-de-27-de-marco-de-2025-620701337
S-2578,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,RJ,ANGRA DOS REIS,Sudeste,carta consulta 057/2025,Seleção Normal,0,23750000,23750000,selecionada,Setor Privado,Novo PAC - Seleção,"393, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-393-de-17-de-abril-de-2025-626067611
S-2579,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,MG,POUSO ALEGRE,Sudeste,carta consulta 061/2025,Seleção Normal,0,8132000,8132000,selecionada,Setor Privado,Novo PAC - Seleção,"456, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-456-de-12-de-maio-de-2025-631034250
S-2580,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,SP,SANTO ANDRE,Sudeste,carta consulta 065/2025,Seleção Normal,0,19000000,19000000,selecionada,Setor Privado,Novo PAC - Seleção,"453, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-453-de-12-de-maio-de-2025-629499321
S-2581,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,ES,"SERRA, VITORIA, VILA VELHA, CARIACICA E GUARAPARI",Sudeste,carta consulta 069/2025,Seleção Normal,0,11400000,11400000,selecionada,Setor Privado,Novo PAC - Seleção,"486, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-486-de-19-de-maio-de-2025-631034978
S-2582,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,MG,JOAO MONLEVADE,Sudeste,carta consulta 073/2025,Seleção Normal,0,9120000,9120000,selecionada,Setor Privado,Novo PAC - Seleção,"487, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-487-de-19-de-maio-de-2025-631017512
S-2583,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,RJ,NITEROI E RIO DE JANEIRO,Sudeste,carta consulta 077/2025,Seleção Normal,0,27106896.25,27106896.25,selecionada,Setor Privado,Novo PAC - Seleção,"567, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-567-de-11-de-junho-de-2025-635989480
S-2584,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,BA,PORTO SEGURO,Nordeste,carta consulta 081/2025,Seleção Normal,0,35276965.6,35276965.6,selecionada,Setor Privado,Novo PAC - Seleção,"567, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-567-de-11-de-junho-de-2025-635989480
S-2585,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,SP,MARILIA,Sudeste,carta consulta 085/2025,Seleção Normal,0,17887508.2,17887508.2,selecionada,Setor Privado,Novo PAC - Seleção,"584, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-584-de-12-de-junho-de-2025-636868565
S-2586,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,SP,ITAPECERICA DA SERRA E SAO PAULO,Sudeste,carta consulta 089/2025,Seleção Normal,0,26304531,26304531,selecionada,Setor Privado,Novo PAC - Seleção,"663, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-663-de-7-de-julho-de-2025-641515853
S-2587,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,DF,AGUAS LINDAS E DISTRITO FEDERAL,Centro-Oeste,carta consulta 092/2025,Seleção Normal,0,235936089.99,235936089.99,selecionada,Setor Privado,Novo PAC - Seleção,"674, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-674-de-8-de-julho-de-2025-641585765
S-2588,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,PR,"CURITIBA, COLOMBO E BOCAIUVA DO SUL",Sul,carta consulta 096/2025,Seleção Normal,0,44102385.8,44102385.8,selecionada,Setor Privado,Novo PAC - Seleção,"837, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-837-de-28-de-julho-de-2025-645253469
S-2589,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,PR,"CURITIBA, ALMIRANTE TAMANDARE, RIO BRANCO DO SUL E ITAPERUCU",Sul,carta consulta 101/2025,Seleção Normal,0,6468550,6468550,selecionada,Setor Privado,Novo PAC - Seleção,"865, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-865-de-30-de-julho-de-2025-645574639
S-2590,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,MG,ITAUNA,Sudeste,carta consulta 105/2025,Seleção Normal,0,33255432.1,33255432.1,selecionada,Setor Privado,Novo PAC - Seleção,"936, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-936-de-25-de-agosto-de-2025-651093617
S-2591,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,MG,"NOVA LIMA, VESPASIANO E LAVRAS",Sudeste,carta consulta 111/2025,Seleção Normal,0,57162944,57162944,selecionada,Setor Privado,Novo PAC - Seleção,"956, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-956-de-25-de-agosto-de-2025-651089753
S-2592,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,RJ,"SAO GONCALO, NITEROI E RIO DE JANEIRO",Sudeste,carta consulta 115/2025,Seleção Normal,0,19000000,19000000,selecionada,Setor Privado,Novo PAC - Seleção,"940, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-940-de-25-de-agosto-de-2025-651098280
S-2593,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,MG,"BETIM, BELO HORIZONTE E CONTAGEM",Sudeste,carta consulta 119/2025,Seleção Normal,0,18763450,18763450,selecionada,Setor Privado,Novo PAC - Seleção,"943, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-943-de-25-de-agosto-de-2025-651094356
S-2594,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,RJ,SAO GONCALO,Sudeste,carta consulta 123/2025,Seleção Normal,0,26220000,26220000,selecionada,Setor Privado,Novo PAC - Seleção,"950, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-950-de-25-de-agosto-de-2025-651093594
S-2595,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,MG,BELO HORIZONTE,Sudeste,carta consulta 015/2024,Seleção Normal,,15390000,15390000,selecionada,Setor Privado,Novo PAC - Seleção,"1.123, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.123-de-7-de-outubro-de-2024-589404575
S-2596,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,PR,"CURITIBA, ALMIRANTE TAMANDARE, RIO BRANCO DO SUL E ITAPERUCU",Sul,carta consulta 019/2024,Seleção Normal,,1991790,1991790,selecionada,Setor Privado,Novo PAC - Seleção,"1.285, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.285-de-14-de-novembro-de-2024-596834994
S-2597,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,PR,CURITIBA,Sul,carta consulta 004/2024,Seleção Normal,,11338250,11338250,selecionada,Setor Privado,Novo PAC - Seleção,"997, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-997-de-11-de-setembro-de-2024-584287666
S-2598,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,MG,BELO HORIZONTE,Sudeste,carta consulta 027/2024,Seleção Normal,,8550000,8550000,selecionada,Setor Privado,Novo PAC - Seleção,"1.385, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.385-de-9-de-dezembro-de-2024-603849865
S-2599,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,MG,BELO HORIZONTE,Sudeste,carta consulta 005/2024,Seleção Normal,,12262410,12262410,selecionada,Setor Privado,Novo PAC - Seleção,"1.004, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.004-de-11-de-setembro-de-2024-584295029
S-2600,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,PR,CURITIBA,Sul,carta consulta 009/2024,Seleção Normal,,15118300,15118300,selecionada,Setor Privado,Novo PAC - Seleção,"992, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-992-de-11-de-setembro-de-2024-584290529
S-2601,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,RS,PORTO ALEGRE,Sul,carta consulta 013/2024,Seleção Normal,,9323300,9323300,selecionada,Setor Privado,Novo PAC - Seleção,"1.070, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.003-de-11-de-setembro-de-2024-584285760
S-2602,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,MG,BELO HORIZONTE,Sudeste,carta consulta 017/2024,Seleção Normal,,3942500,3942500,selecionada,Setor Privado,Novo PAC - Seleção,"1.284, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.284-de-14-de-novembro-de-2024-603835753
S-2603,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,RJ,"SEROPEDICA, NOVA IGUACU, ITAGUAI, PARACAMBI, PIRAI E RIO DE JANEIRO",Sudeste,carta consulta 021/2024,Seleção Normal,,15447000,15447000,selecionada,Setor Privado,Novo PAC - Seleção,"1.283, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.283-de-14-de-novembro-de-2024-596569000
S-2604,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,GO,GOIANIA,Centro-Oeste,carta consulta 003/2024,Seleção Normal,,95419046.66,95419046.66,selecionada,Setor Privado,Novo PAC - Seleção,"971, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-971-de-5-de-setembro-de-2024-584286787
S-2605,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,MG,SANTA LUZIA,Sudeste,carta consulta 008/2024,Seleção Normal,,7158250,7158250,selecionada,Setor Privado,Novo PAC - Seleção,"991, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-991-de-11-de-setembro-de-2024-584270576
S-2606,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,RJ,"SAO JOAO DE MERITI, DUQUE DE CAXIAS, NOVA IGUACU, BELFORD ROXO, NILOPOLIS, ITAGUAI, RIO DE JANEIRO",Sudeste,carta consulta 020/2024,Seleção Normal,,38617500,38617500,selecionada,Setor Privado,Novo PAC - Seleção,"1.287, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.287-de-14-de-novembro-de-2024-596561158
S-2607,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,RJ,RIO DE JANEIRO,Sudeste,carta consulta 024/2024,Seleção Normal,,14516000,14516000,selecionada,Setor Privado,Novo PAC - Seleção,"1.350, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.350-de-27-de-novembro-de-2024-603868251
S-2608,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,SP,"EMBU DAS ARTES, TABOAO DA SERRA, SAO PAULO E OSASCO",Sudeste,carta consulta 028/2024,Seleção Normal,,44602500,44602500,selecionada,Setor Privado,Novo PAC - Seleção,"1.384, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.384-de-9-de-dezembro-de-2024-603839581
S-2609,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,RJ,RIO DE JANEIRO,Sudeste,carta consulta 032/2024,Seleção Normal,,48146000,48146000,selecionada,Setor Privado,Novo PAC - Seleção,"1.429, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-1.429-de-23-de-dezembro-de-2024-604456713
S-2610,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,SP,GUARULHOS E SAO PAULO,Sudeste,carta consulta 023/2024,Seleção Normal,,43156600,43156600,selecionada,Setor Privado,Novo PAC - Seleção,"1.351, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.351-de-27-de-novembro-de-2024-603849651
S-2611,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,RJ,RIO DE JANEIRO,Sudeste,carta consulta 025/2024,Seleção Normal,,9300500,9300500,selecionada,Setor Privado,Novo PAC - Seleção,"1.349, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.349-de-27-de-novembro-de-2024-603845429
S-2612,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,SP,SAO PAULO,Sudeste,carta consulta 029/2024,Seleção Normal,,49875000,49875000,selecionada,Setor Privado,Novo PAC - Seleção,"1.404, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.404-de-16-de-dezembro-de-2024-602934042
S-2613,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,AM,MANAUS,Norte,carta consulta 099/2025,Seleção Normal,0,8065500,8065500,selecionada,Setor Privado,Novo PAC - Seleção,"866, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-866-de-30-de-julho-de-2025-645577232
S-2614,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,PR,PONTA GROSSA,Sul,carta consulta 084/2025,Seleção Normal,0,34561285,34561285,selecionada,Setor Privado,Novo PAC - Seleção,"581, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-581-de-12-de-junho-de-2025-636854992
S-2615,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,SP,OSASCO,Sudeste,carta consulta 034/2025,Seleção Normal,0,27300000,27300000,selecionada,Setor Privado,Novo PAC - Seleção,"187, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-187-de-25-de-fevereiro-de-2025-617982852
S-2616,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2025,PB,JOAO PESSOA,Nordeste,carta consulta 038/2025,Seleção Normal,0,8731450,8731450,selecionada,Setor Privado,Novo PAC - Seleção,"185, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-185-de-25-de-fevereiro-de-2025-617969075
