"id","eixo","subeixo","modalidade","fonte","subfonte","ano_selecao","uf","municipio","regiao","codigo","grupo_modalidade","vlr_portaria_ogu","vlr_portaria_fin","vlr_portaria_total","status_selecao","tipo_financiamento","origem_dado","num_portaria","link_portaria"
S-772,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,RO,PORTO VELHO,Norte,"56000001773/2025",Seleção Normal,90000000,0,90000000,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-773,Cidades Sustentáveis e Resilientes,Resíduos Sólidos,Resíduos Sólidos,OGU,OGU,2025,AP,VITORIA DO JARI,Norte,"56000008384/2025",Seleção Normal,3063060,,3063060,selecionada,Setor Público,Novo PAC - Seleção,"1.488, de 2025",https://in.gov.br/web/dou/-/portaria-mcid-n-1.488-de-24-de-dezembro-de-2025-678071129
S-774,Cidades Sustentáveis e Resilientes,Resíduos Sólidos,Resíduos Sólidos,OGU,OGU,2025,MA,SAO JOSE DOS BASILIOS,Nordeste,"56000008417/2025",Seleção Normal,15352000,,15352000,selecionada,Setor Público,Novo PAC - Seleção,"1.488, de 2025",https://in.gov.br/web/dou/-/portaria-mcid-n-1.488-de-24-de-dezembro-de-2025-678071129
S-775,Cidades Sustentáveis e Resilientes,Resíduos Sólidos,Resíduos Sólidos,OGU,OGU,2025,MT,DIAMANTINO,Centro-Oeste,"56000008340/2025",Seleção Normal,12555875,,12555875,selecionada,Setor Público,Novo PAC - Seleção,"1.488, de 2025",https://in.gov.br/web/dou/-/portaria-mcid-n-1.488-de-24-de-dezembro-de-2025-678071129
S-776,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,BA,ITABUNA,Nordeste,"56000001517/2025",Seleção Normal,31200000,0,31200000,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-777,Cidades Sustentáveis e Resilientes,Resíduos Sólidos,Resíduos Sólidos,OGU,OGU,2025,PB,JOAO PESSOA,Nordeste,"56000008448/2025",Seleção Normal,4850000,,4850000,selecionada,Setor Público,Novo PAC - Seleção,"1.488, de 2025",https://in.gov.br/web/dou/-/portaria-mcid-n-1.488-de-24-de-dezembro-de-2025-678071129
S-778,Cidades Sustentáveis e Resilientes,Resíduos Sólidos,Resíduos Sólidos,OGU,OGU,2025,PR,FAXINAL,Sul,"56000008574/2025",Seleção Normal,3000000,,3000000,selecionada,Setor Público,Novo PAC - Seleção,"1.488, de 2025",https://in.gov.br/web/dou/-/portaria-mcid-n-1.488-de-24-de-dezembro-de-2025-678071129
S-779,Cidades Sustentáveis e Resilientes,Resíduos Sólidos,Resíduos Sólidos,OGU,OGU,2025,RJ,TERESOPOLIS,Sudeste,"56000008402/2025",Seleção Normal,4500000,,4500000,selecionada,Setor Público,Novo PAC - Seleção,"1.488, de 2025",https://in.gov.br/web/dou/-/portaria-mcid-n-1.488-de-24-de-dezembro-de-2025-678071129
S-780,Cidades Sustentáveis e Resilientes,Resíduos Sólidos,Resíduos Sólidos,OGU,OGU,2025,SC,ESTADO DE SC,Sul,"56000008368/2025",Seleção Normal,9980000,,9980000,selecionada,Setor Público,Novo PAC - Seleção,"1.488, de 2025",https://in.gov.br/web/dou/-/portaria-mcid-n-1.488-de-24-de-dezembro-de-2025-678071129
S-781,Cidades Sustentáveis e Resilientes,Resíduos Sólidos,Resíduos Sólidos,OGU,OGU,2025,SP,ANALANDIA,Sudeste,"56000008557/2025",Seleção Normal,1700000,,1700000,selecionada,Setor Público,Novo PAC - Seleção,"1.488, de 2025",https://in.gov.br/web/dou/-/portaria-mcid-n-1.488-de-24-de-dezembro-de-2025-678071129
S-782,Cidades Sustentáveis e Resilientes,Resíduos Sólidos,Resíduos Sólidos,OGU,OGU,2025,SP,PORTO FERREIRA,Sudeste,"56000008369/2025",Seleção Normal,700000,,700000,selecionada,Setor Público,Novo PAC - Seleção,"1.488, de 2025",https://in.gov.br/web/dou/-/portaria-mcid-n-1.488-de-24-de-dezembro-de-2025-678071129
S-783,Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Esgotamento Sanitário,OGU,OGU,2024,RJ,RIO DAS FLORES,Sudeste,"56000004380/2023",Seleção Normal,10000000,0,10000000,selecionada,,Novo PAC - Seleção,"769, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-769-de-26-de-julho-de-2024-574546917
S-784,Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Esgotamento Sanitário,OGU,OGU,2024,TO,MURICILANDIA,Norte,"56000004557/2023",Seleção Normal,9372186.11,0,9372186.11,selecionada,,Novo PAC - Seleção,"769, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-769-de-26-de-julho-de-2024-574546917
S-785,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,AC,ESTADO DO ACRE,Norte,"56000001521/2025",Seleção Normal,21376069,0,21376069,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-786,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,RJ,NOVA IGUACU,Sudeste,"56000001264/2025",Seleção Normal,49971314.87,0,49971314.87,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-787,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,RS,DOM PEDRITO,Sul,"56000000027/2025",Seleção Normal,11226648.26,0,11226648.26,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-788,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,RS,SANTA MARIA,Sul,"56000001665/2025",Seleção Normal,39622188.09,0,39622188.09,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-789,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,SC,CONSORCIO INTERMUNICIPAL MULTIFINALITARIO DA REGIAO DA AMFRI - CIM-AMFRI,Sul,"56000000219/2025",Seleção Normal,73308077.77,0,73308077.77,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-790,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,SC,IMBITUBA,Sul,"56000000564/2025",Seleção Normal,16304094.79,0,16304094.79,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-791,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,SP,BARUERI,Sudeste,"56000007718/2025",Seleção Normal,30000000,0,30000000,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-792,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,SP,FERRAZ DE VASCONCELOS,Sudeste,"56000006792/2025",Seleção Normal,53103619.29,0,53103619.29,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-793,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,SP,MARILIA,Sudeste,"56000001033/2025",Seleção Normal,42584825.1,0,42584825.1,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-794,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,TO,ARAGUAINA,Norte,"56000000406/2025",Seleção Normal,26221896.01,0,26221896.01,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-795,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,AL,MACEIO,Nordeste,"56000000778/2025",Seleção Normal,2695680,0,2695680,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-796,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,BA,CAMACAN,Nordeste,"56000001135/2025",Seleção Normal,845926.36,0,845926.36,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-797,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,BA,ILHEUS,Nordeste,"56000000607/2025",Seleção Normal,1435300,0,1435300,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-798,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,BA,TEOLANDIA,Nordeste,"56000001731/2025",Seleção Normal,576953,0,576953,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-799,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,MA,SAO LUIS,Nordeste,"56000002034/2025",Seleção Normal,1695952.35,0,1695952.35,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-800,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,PE,CAMARAGIBE,Nordeste,"56000001129/2025",Seleção Normal,7421037.72,0,7421037.72,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-801,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,PE,RIBEIRAO,Nordeste,"56000000667/2025",Seleção Normal,2400000,0,2400000,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-802,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,SE,ARACAJU,Nordeste,"56000000231/2025",Seleção Normal,4288200,0,4288200,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-803,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,PA,ALMEIRIM,Norte,"56000000533/2025",Seleção Normal,11558081.85,0,11558081.85,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-804,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,ES,CARIACICA,Sudeste,"56000000362/2025",Seleção Normal,18143766.97,0,18143766.97,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-805,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,ES,SERRA,Sudeste,"56000000567/2025",Seleção Normal,21830363.26,0,21830363.26,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-806,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,MG,ALEM PARAIBA,Sudeste,"56000000459/2025",Seleção Normal,35713571.39,0,35713571.39,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-807,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,MG,JUIZ DE FORA,Sudeste,"56000000758/2025",Seleção Normal,8579208.5,0,8579208.5,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-808,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,RJ,SAO JOAO DO MERITI,Sudeste,"56000000887/2025",Seleção Normal,5999191.47,0,5999191.47,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-809,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,RJ,NITEROI,Sudeste,"56000000903/2025",Seleção Normal,4500000,0,4500000,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-810,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,RJ,QUEIMADOS,Sudeste,"56000000547/2025",Seleção Normal,1257976.82,0,1257976.82,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-811,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,SP,GUARUJA,Sudeste,"56000001363/2025",Seleção Normal,33867443.89,0,33867443.89,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-812,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,SP,ITAQUAQUECETUBA,Sudeste,"56000001447/2025",Seleção Normal,3494145.13,0,3494145.13,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-813,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,SP,SANTOS,Sudeste,"56000001584/2025",Seleção Normal,18135164.82,0,18135164.82,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-814,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,SP,SAO SEBASTIAO,Sudeste,"56000001424/2025",Seleção Normal,8825273.43,0,8825273.43,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-815,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,RS,CANELA,Sul,"56000001917/2025",Seleção Normal,1470000,0,1470000,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-816,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,RS,TRES COROAS,Sul,"56000001804/2025",Seleção Normal,15212273.65,0,15212273.65,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-817,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,SC,JOINVILLE,Sul,"56000001185/2025",Seleção Normal,1243481.4,0,1243481.4,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-818,Cidades Sustentáveis e Resilientes,Minha Casa Minha Vida MCMV,MCMV FNHIS,OGU,OGU,2024,RS,DIVERSOS,Sul,MCMVFNHIS/2024,Calamidade RS,56500000,0,56500000,selecionada,,Novo PAC - Seleção,NA,
S-819,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Médias e Grandes Cidades,FIN,BNDES,2024,DF ,BRASILIA,Centro-Oeste,GOV06,Governadores,0,400000000,400000000,selecionada,,Novo PAC - Seleção,NA,
S-820,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,SP,RIBEIRAO PRETO,Sudeste,"56000001317/2023",Seleção Normal,0,210000000,210000000,selecionada,Setor Público,Novo PAC - Seleção,"445, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-445-de-7-de-maio-de-2024-558553015
S-821,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,GO,VALPARAISO DE GOIAS,Centro-Oeste,"56000001128/2023",Seleção Normal,0,20000000,20000000,selecionada,Setor Público,Novo PAC - Seleção,"445, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-445-de-7-de-maio-de-2024-558553015
S-822,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,PR,CASCAVEL,Sul,"56000001454/2023",Seleção Normal,0,52776939,52776939,selecionada,Setor Público,Novo PAC - Seleção,"445, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-445-de-7-de-maio-de-2024-558553015
S-823,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,AL,MACEIO,Nordeste,"56000001971/2023",Seleção Normal,0,250000000,250000000,selecionada,Setor Público,Novo PAC - Seleção,"445, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-445-de-7-de-maio-de-2024-558553015
S-824,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,RN,ASSU,Nordeste,"56000001882/2025",Seleção Normal,11867393.07,0,11867393.07,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-825,Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Esgotamento Sanitário,OGU,OGU,2024,RJ,QUISSAMA,Sudeste,"56000004786/2023",Seleção Normal,15606792.38,0,15606792.38,selecionada,,Novo PAC - Seleção,"769, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-769-de-26-de-julho-de-2024-574546917
S-826,Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Esgotamento Sanitário,OGU,OGU,2024,PR,NOVA FATIMA,Sul,"56000005046/2023",Seleção Normal,30663499,0,30663499,selecionada,,Novo PAC - Seleção,"769, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-769-de-26-de-julho-de-2024-574546917
S-827,Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Esgotamento Sanitário,OGU,OGU,2024,SP,MURUTINGA DO SUL,Sudeste,"56000005259/2023",Seleção Normal,4208889.64,0,4208889.64,selecionada,,Novo PAC - Seleção,"769, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-769-de-26-de-julho-de-2024-574546917
S-828,Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Esgotamento Sanitário,OGU,OGU,2024,PB,INGA,Nordeste,"56000005881/2023",Seleção Normal,5630458.51,0,5630458.51,selecionada,,Novo PAC - Seleção,"769, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-769-de-26-de-julho-de-2024-574546917
S-829,Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Esgotamento Sanitário,OGU,OGU,2024,PI,BREJO DO PIAUI,Nordeste,"56000006012/2023",Seleção Normal,7036858.71,0,7036858.71,selecionada,,Novo PAC - Seleção,"769, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-769-de-26-de-julho-de-2024-574546917
S-830,Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Esgotamento Sanitário,OGU,OGU,2024,PI,PATOS DO PIAUI,Nordeste,"56000006084/2023",Seleção Normal,9126326.23,0,9126326.23,selecionada,,Novo PAC - Seleção,"769, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-769-de-26-de-julho-de-2024-574546917
S-831,Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Esgotamento Sanitário,OGU,OGU,2024,BA,CICERO DANTAS,Nordeste,"56000006274/2023",Seleção Normal,96921279.31,0,96921279.31,selecionada,,Novo PAC - Seleção,"769, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-769-de-26-de-julho-de-2024-574546917
S-832,Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Esgotamento Sanitário,OGU,OGU,2024,PI,SIMPLICIO MENDES,Nordeste,"56000006425/2023",Seleção Normal,6652411.44,0,6652411.44,selecionada,,Novo PAC - Seleção,"769, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-769-de-26-de-julho-de-2024-574546917
S-833,Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Esgotamento Sanitário,OGU,OGU,2024,MA,ITAPECURU MIRIM,Nordeste,"56000006511/2023",Seleção Normal,34707975,0,34707975,selecionada,,Novo PAC - Seleção,"769, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-769-de-26-de-julho-de-2024-574546917
S-834,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2026,RS,Ijuí,Sul,carta consulta 206/2025,Seleção Normal,0,4250000,4250000,selecionada,Setor Privado,Novo PAC - Seleção,"77, de 2026",https://www.in.gov.br/web/dou/-/portaria-mcid-n-89-de-27-de-janeiro-de-2026-684181747
S-835,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2026,SE,"Aracaju, Nossa Senhora do Socorro e Barra dos Coqueiros",Nordeste,carta consulta 01/2026,Seleção Normal,0,19146428.75,19146428.75,selecionada,Setor Privado,Novo PAC - Seleção,"89, de 2026",https://www.in.gov.br/web/dou/-/portaria-mcid-n-89-de-27-de-janeiro-de-2026-684181747
S-836,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2026,SP,Itapecerica da Serra e São Paulo,Sudeste,carta consulta 08/2026,Seleção Normal,0,47035550,47035550,selecionada,Setor Privado,Novo PAC - Seleção,"169, de 2026",https://www.in.gov.br/web/dou/-/portaria-mcid-n-169-de-20-de-fevereiro-de-2026-688408651
